,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
65632,246123,OLDER FAMILIES,Budget
65633,246125,YOUNG SINGLES/COUPLES,Premium
65634,246126,RETIREES,Mainstream
65635,246127,RETIREES,Premium
65636,246128,YOUNG SINGLES/COUPLES,Mainstream
65637,246129,YOUNG SINGLES/COUPLES,Mainstream
65638,246130,OLDER SINGLES/COUPLES,Premium
65639,246131,YOUNG SINGLES/COUPLES,Mainstream
65640,246132,MIDAGE SINGLES/COUPLES,Budget
65641,246133,OLDER SINGLES/COUPLES,Premium
65642,246134,YOUNG SINGLES/COUPLES,Budget
65643,246136,MIDAGE SINGLES/COUPLES,Budget
65644,246137,RETIREES,Budget
65645,246138,NEW FAMILIES,Budget
65646,246139,RETIREES,Budget
65647,246141,RETIREES,Mainstream
65648,246143,MIDAGE SINGLES/COUPLES,Mainstream
65649,246144,YOUNG SINGLES/COUPLES,Mainstream
65650,246146,NEW FAMILIES,Mainstream
65651,246147,YOUNG SINGLES/COUPLES,Mainstream
65652,246149,YOUNG SINGLES/COUPLES,Mainstream
65653,246150,RETIREES,Budget
65654,246151,OLDER SINGLES/COUPLES,Mainstream
65655,246152,YOUNG SINGLES/COUPLES,Mainstream
65656,246153,YOUNG SINGLES/COUPLES,Budget
65657,246154,RETIREES,Premium
65658,246155,OLDER FAMILIES,Premium
65659,246157,OLDER FAMILIES,Premium
65660,246158,RETIREES,Mainstream
65661,246159,RETIREES,Premium
65662,246161,YOUNG SINGLES/COUPLES,Premium
65663,246162,RETIREES,Premium
65664,246163,YOUNG SINGLES/COUPLES,Mainstream
65665,246164,YOUNG SINGLES/COUPLES,Mainstream
65666,246165,YOUNG SINGLES/COUPLES,Mainstream
65667,246167,YOUNG SINGLES/COUPLES,Budget
65668,246168,RETIREES,Mainstream
65669,246169,YOUNG SINGLES/COUPLES,Premium
65670,246170,OLDER FAMILIES,Mainstream
65671,246171,OLDER FAMILIES,Budget
65672,246174,OLDER FAMILIES,Budget
65673,246177,OLDER SINGLES/COUPLES,Budget
65674,246178,OLDER SINGLES/COUPLES,Mainstream
65675,246179,YOUNG FAMILIES,Mainstream
65676,246180,MIDAGE SINGLES/COUPLES,Premium
65677,246181,YOUNG SINGLES/COUPLES,Mainstream
65678,246182,YOUNG SINGLES/COUPLES,Mainstream
65679,246183,YOUNG FAMILIES,Budget
65680,246186,MIDAGE SINGLES/COUPLES,Mainstream
65681,246188,OLDER SINGLES/COUPLES,Budget
65682,246189,RETIREES,Mainstream
65683,246190,RETIREES,Mainstream
65684,246191,OLDER SINGLES/COUPLES,Mainstream
65685,246192,OLDER FAMILIES,Premium
65686,246193,YOUNG FAMILIES,Mainstream
65687,246194,MIDAGE SINGLES/COUPLES,Premium
65688,246195,OLDER SINGLES/COUPLES,Mainstream
65689,246196,RETIREES,Mainstream
65690,246197,OLDER SINGLES/COUPLES,Premium
65691,246199,RETIREES,Mainstream
65692,246200,YOUNG SINGLES/COUPLES,Budget
65693,246201,RETIREES,Mainstream
65694,246202,OLDER SINGLES/COUPLES,Budget
65695,246203,OLDER FAMILIES,Mainstream
65696,246204,OLDER SINGLES/COUPLES,Budget
65697,246205,OLDER FAMILIES,Premium
65698,246206,OLDER FAMILIES,Budget
65699,246207,RETIREES,Mainstream
65700,246208,YOUNG SINGLES/COUPLES,Premium
65701,246209,RETIREES,Mainstream
65702,246210,RETIREES,Premium
65703,246211,RETIREES,Mainstream
65704,246212,YOUNG FAMILIES,Mainstream
65705,246213,NEW FAMILIES,Budget
65706,246214,OLDER FAMILIES,Premium
65707,246215,MIDAGE SINGLES/COUPLES,Premium
65708,246216,RETIREES,Premium
65709,246217,YOUNG SINGLES/COUPLES,Mainstream
65710,246220,RETIREES,Mainstream
65711,246222,OLDER SINGLES/COUPLES,Premium
65712,246223,NEW FAMILIES,Budget
65713,246224,MIDAGE SINGLES/COUPLES,Mainstream
65714,246225,YOUNG FAMILIES,Premium
65715,246226,RETIREES,Mainstream
65716,246228,RETIREES,Budget
65717,246229,OLDER FAMILIES,Budget
65718,246230,OLDER SINGLES/COUPLES,Premium
65719,246232,RETIREES,Premium
65720,246233,OLDER SINGLES/COUPLES,Budget
65721,246234,YOUNG FAMILIES,Budget
65722,246235,OLDER FAMILIES,Budget
65723,246236,YOUNG SINGLES/COUPLES,Budget
65724,246237,YOUNG SINGLES/COUPLES,Mainstream
65725,246238,RETIREES,Mainstream
65726,246239,OLDER FAMILIES,Mainstream
65727,246240,YOUNG SINGLES/COUPLES,Budget
65728,246241,MIDAGE SINGLES/COUPLES,Premium
65729,246242,OLDER SINGLES/COUPLES,Mainstream
65730,246243,MIDAGE SINGLES/COUPLES,Mainstream
65731,246244,OLDER SINGLES/COUPLES,Premium
65732,246245,RETIREES,Budget
65733,246246,YOUNG SINGLES/COUPLES,Mainstream
65734,246247,OLDER SINGLES/COUPLES,Premium
65735,246249,RETIREES,Premium
65736,246250,OLDER SINGLES/COUPLES,Premium
65737,246251,RETIREES,Mainstream
65738,246253,RETIREES,Premium
65739,246254,YOUNG SINGLES/COUPLES,Mainstream
65740,246255,RETIREES,Mainstream
65741,246256,YOUNG SINGLES/COUPLES,Mainstream
65742,246258,YOUNG SINGLES/COUPLES,Mainstream
65743,246259,YOUNG FAMILIES,Budget
65744,246261,YOUNG SINGLES/COUPLES,Budget
65745,246262,OLDER FAMILIES,Budget
65746,246264,YOUNG FAMILIES,Budget
65747,246265,YOUNG SINGLES/COUPLES,Mainstream
65748,246266,MIDAGE SINGLES/COUPLES,Budget
65749,246267,YOUNG FAMILIES,Budget
65750,246268,YOUNG SINGLES/COUPLES,Mainstream
65751,246269,YOUNG SINGLES/COUPLES,Mainstream
65752,246270,RETIREES,Budget
65753,246271,RETIREES,Premium
65754,246272,YOUNG SINGLES/COUPLES,Mainstream
65755,246274,YOUNG FAMILIES,Mainstream
65756,246276,RETIREES,Premium
65757,246277,YOUNG SINGLES/COUPLES,Mainstream
65758,246278,OLDER SINGLES/COUPLES,Budget
65759,246279,YOUNG SINGLES/COUPLES,Mainstream
65760,246280,YOUNG SINGLES/COUPLES,Mainstream
65761,246281,RETIREES,Budget
65762,246282,OLDER SINGLES/COUPLES,Mainstream
65763,246283,YOUNG SINGLES/COUPLES,Mainstream
65764,246284,YOUNG FAMILIES,Mainstream
65765,246285,YOUNG FAMILIES,Premium
65766,246286,RETIREES,Mainstream
65767,246288,NEW FAMILIES,Budget
65768,246291,YOUNG SINGLES/COUPLES,Mainstream
65769,246292,RETIREES,Budget
65770,246293,YOUNG SINGLES/COUPLES,Budget
65771,246294,OLDER FAMILIES,Budget
65772,246295,YOUNG FAMILIES,Mainstream
65773,246296,YOUNG SINGLES/COUPLES,Mainstream
65774,246298,OLDER FAMILIES,Premium
65775,246299,YOUNG SINGLES/COUPLES,Mainstream
65776,246300,OLDER SINGLES/COUPLES,Mainstream
65777,246301,YOUNG FAMILIES,Mainstream
65778,246302,OLDER FAMILIES,Mainstream
65779,246303,RETIREES,Budget
65780,246304,RETIREES,Budget
65781,246306,OLDER FAMILIES,Mainstream
65782,246307,OLDER SINGLES/COUPLES,Premium
65783,246308,MIDAGE SINGLES/COUPLES,Budget
65784,246309,RETIREES,Budget
65785,246310,OLDER SINGLES/COUPLES,Mainstream
65786,246312,YOUNG SINGLES/COUPLES,Mainstream
65787,246313,NEW FAMILIES,Mainstream
65788,246314,MIDAGE SINGLES/COUPLES,Mainstream
65789,246316,OLDER SINGLES/COUPLES,Mainstream
65790,246317,MIDAGE SINGLES/COUPLES,Mainstream
65791,246318,YOUNG SINGLES/COUPLES,Budget
65792,246319,YOUNG SINGLES/COUPLES,Mainstream
65793,246321,NEW FAMILIES,Premium
65794,246323,OLDER SINGLES/COUPLES,Mainstream
65795,246324,YOUNG SINGLES/COUPLES,Budget
65796,246325,YOUNG SINGLES/COUPLES,Budget
65797,246327,YOUNG SINGLES/COUPLES,Budget
65798,246328,MIDAGE SINGLES/COUPLES,Mainstream
65799,246330,OLDER SINGLES/COUPLES,Premium
65800,246331,OLDER FAMILIES,Budget
65801,246332,OLDER FAMILIES,Budget
65802,246333,OLDER FAMILIES,Budget
65803,246334,RETIREES,Premium
65804,246335,OLDER SINGLES/COUPLES,Budget
65805,246336,YOUNG SINGLES/COUPLES,Mainstream
65806,246337,OLDER SINGLES/COUPLES,Mainstream
65807,246339,RETIREES,Premium
65808,246340,YOUNG FAMILIES,Budget
65809,246341,RETIREES,Mainstream
65810,246342,RETIREES,Budget
65811,246343,OLDER SINGLES/COUPLES,Mainstream
65812,246344,OLDER SINGLES/COUPLES,Mainstream
65813,246345,RETIREES,Budget
65814,246347,YOUNG SINGLES/COUPLES,Budget
65815,246348,OLDER FAMILIES,Budget
65816,246349,YOUNG SINGLES/COUPLES,Mainstream
65817,246350,RETIREES,Premium
65818,246351,YOUNG SINGLES/COUPLES,Mainstream
65819,246352,OLDER FAMILIES,Budget
65820,246353,YOUNG SINGLES/COUPLES,Mainstream
65821,246354,YOUNG SINGLES/COUPLES,Mainstream
65822,246355,OLDER SINGLES/COUPLES,Budget
65823,246357,OLDER SINGLES/COUPLES,Premium
65824,246358,YOUNG SINGLES/COUPLES,Premium
65825,246359,RETIREES,Premium
65826,246360,RETIREES,Premium
65827,246361,YOUNG SINGLES/COUPLES,Mainstream
65828,246363,OLDER FAMILIES,Budget
65829,246364,YOUNG SINGLES/COUPLES,Premium
65830,246365,YOUNG SINGLES/COUPLES,Mainstream
65831,246366,OLDER SINGLES/COUPLES,Premium
65832,246367,YOUNG FAMILIES,Premium
65833,246368,RETIREES,Budget
65834,246369,YOUNG FAMILIES,Premium
65835,246370,YOUNG SINGLES/COUPLES,Mainstream
65836,246371,OLDER SINGLES/COUPLES,Premium
65837,246374,RETIREES,Budget
65838,246375,YOUNG FAMILIES,Budget
65839,246376,RETIREES,Mainstream
65840,246377,YOUNG SINGLES/COUPLES,Mainstream
65841,246378,YOUNG FAMILIES,Budget
65842,246379,OLDER FAMILIES,Budget
65843,246380,YOUNG FAMILIES,Premium
65844,246381,OLDER SINGLES/COUPLES,Mainstream
65845,246382,OLDER FAMILIES,Mainstream
65846,246383,OLDER SINGLES/COUPLES,Budget
65847,246384,YOUNG SINGLES/COUPLES,Mainstream
65848,246387,NEW FAMILIES,Budget
65849,246388,MIDAGE SINGLES/COUPLES,Mainstream
65850,246389,YOUNG SINGLES/COUPLES,Mainstream
65851,246390,YOUNG SINGLES/COUPLES,Mainstream
65852,247000,RETIREES,Budget
65853,247001,RETIREES,Premium
65854,247002,YOUNG FAMILIES,Budget
65855,247003,YOUNG FAMILIES,Premium
65856,247004,OLDER FAMILIES,Budget
65857,247005,OLDER FAMILIES,Budget
65858,247006,RETIREES,Mainstream
65859,247007,YOUNG FAMILIES,Budget
65860,247008,RETIREES,Premium
65861,247009,YOUNG SINGLES/COUPLES,Premium
65862,247010,YOUNG SINGLES/COUPLES,Budget
65863,247011,YOUNG FAMILIES,Mainstream
65864,247012,YOUNG FAMILIES,Premium
65865,247013,OLDER FAMILIES,Budget
65866,247014,YOUNG FAMILIES,Budget
65867,247015,OLDER SINGLES/COUPLES,Premium
65868,247016,YOUNG SINGLES/COUPLES,Premium
65869,247017,OLDER SINGLES/COUPLES,Premium
65870,247018,RETIREES,Mainstream
65871,247019,OLDER SINGLES/COUPLES,Mainstream
65872,247020,OLDER FAMILIES,Budget
65873,247021,RETIREES,Mainstream
65874,247022,OLDER FAMILIES,Budget
65875,247023,YOUNG SINGLES/COUPLES,Budget
65876,247024,YOUNG SINGLES/COUPLES,Mainstream
65877,247025,YOUNG FAMILIES,Budget
65878,247026,YOUNG SINGLES/COUPLES,Budget
65879,247027,OLDER FAMILIES,Budget
65880,247028,YOUNG FAMILIES,Premium
65881,247029,YOUNG SINGLES/COUPLES,Budget
65882,247030,OLDER SINGLES/COUPLES,Mainstream
65883,247031,YOUNG FAMILIES,Premium
65884,247032,MIDAGE SINGLES/COUPLES,Mainstream
65885,247033,RETIREES,Mainstream
65886,247034,OLDER SINGLES/COUPLES,Budget
65887,247035,YOUNG FAMILIES,Budget
65888,247036,OLDER FAMILIES,Budget
65889,247037,YOUNG FAMILIES,Budget
65890,247038,RETIREES,Mainstream
65891,247039,OLDER SINGLES/COUPLES,Budget
65892,247040,YOUNG FAMILIES,Budget
65893,247041,YOUNG FAMILIES,Premium
65894,247042,YOUNG SINGLES/COUPLES,Budget
65895,247043,NEW FAMILIES,Mainstream
65896,247044,YOUNG FAMILIES,Mainstream
65897,247045,OLDER SINGLES/COUPLES,Budget
65898,247046,RETIREES,Premium
65899,247047,OLDER SINGLES/COUPLES,Budget
65900,247048,OLDER SINGLES/COUPLES,Premium
65901,247049,YOUNG SINGLES/COUPLES,Budget
65902,247050,OLDER SINGLES/COUPLES,Premium
65903,247051,YOUNG FAMILIES,Premium
65904,247052,OLDER FAMILIES,Budget
65905,247053,YOUNG FAMILIES,Budget
65906,247054,YOUNG FAMILIES,Premium
65907,247055,MIDAGE SINGLES/COUPLES,Mainstream
65908,247056,OLDER SINGLES/COUPLES,Budget
65909,247057,OLDER FAMILIES,Mainstream
65910,247058,OLDER FAMILIES,Budget
65911,247059,YOUNG FAMILIES,Budget
65912,247060,RETIREES,Mainstream
65913,247061,OLDER SINGLES/COUPLES,Budget
65914,247062,RETIREES,Mainstream
65915,247063,YOUNG FAMILIES,Mainstream
65916,247064,RETIREES,Premium
65917,247065,YOUNG SINGLES/COUPLES,Premium
65918,247066,YOUNG SINGLES/COUPLES,Premium
65919,247067,OLDER SINGLES/COUPLES,Mainstream
65920,247068,OLDER FAMILIES,Premium
65921,247069,OLDER FAMILIES,Budget
65922,247070,OLDER FAMILIES,Budget
65923,247071,MIDAGE SINGLES/COUPLES,Budget
65924,247072,RETIREES,Budget
65925,247073,OLDER FAMILIES,Budget
65926,247074,MIDAGE SINGLES/COUPLES,Premium
65927,247075,YOUNG FAMILIES,Premium
65928,247076,OLDER SINGLES/COUPLES,Budget
65929,247077,YOUNG FAMILIES,Mainstream
65930,247078,OLDER SINGLES/COUPLES,Premium
65931,247079,MIDAGE SINGLES/COUPLES,Budget
65932,247080,OLDER SINGLES/COUPLES,Mainstream
65933,247081,YOUNG FAMILIES,Premium
65934,247082,MIDAGE SINGLES/COUPLES,Budget
65935,247083,OLDER FAMILIES,Premium
65936,247084,YOUNG FAMILIES,Premium
65937,247085,MIDAGE SINGLES/COUPLES,Premium
65938,247086,OLDER SINGLES/COUPLES,Premium
65939,247087,YOUNG FAMILIES,Premium
65940,247088,RETIREES,Mainstream
65941,247089,MIDAGE SINGLES/COUPLES,Premium
65942,247090,OLDER FAMILIES,Mainstream
65943,247091,YOUNG FAMILIES,Budget
65944,247092,YOUNG SINGLES/COUPLES,Budget
65945,247093,YOUNG FAMILIES,Mainstream
65946,247094,OLDER FAMILIES,Budget
65947,247095,YOUNG SINGLES/COUPLES,Budget
65948,247096,OLDER FAMILIES,Budget
65949,247097,YOUNG FAMILIES,Premium
65950,247098,OLDER SINGLES/COUPLES,Mainstream
65951,247099,YOUNG SINGLES/COUPLES,Mainstream
65952,247100,RETIREES,Mainstream
65953,247101,OLDER SINGLES/COUPLES,Mainstream
65954,247102,OLDER FAMILIES,Budget
65955,247103,YOUNG SINGLES/COUPLES,Budget
65956,247104,OLDER SINGLES/COUPLES,Premium
65957,247105,OLDER SINGLES/COUPLES,Budget
65958,247106,OLDER FAMILIES,Budget
65959,247107,NEW FAMILIES,Premium
65960,247108,OLDER FAMILIES,Premium
65961,247109,YOUNG SINGLES/COUPLES,Mainstream
65962,247110,NEW FAMILIES,Premium
65963,247111,OLDER FAMILIES,Budget
65964,247112,OLDER FAMILIES,Budget
65965,247113,OLDER FAMILIES,Budget
65966,247114,RETIREES,Mainstream
65967,247115,YOUNG FAMILIES,Premium
65968,247116,RETIREES,Budget
65969,247117,YOUNG FAMILIES,Mainstream
65970,247118,RETIREES,Mainstream
65971,247119,OLDER FAMILIES,Premium
65972,247120,RETIREES,Mainstream
65973,247121,YOUNG FAMILIES,Budget
65974,247122,OLDER FAMILIES,Budget
65975,247123,YOUNG FAMILIES,Budget
65976,247124,OLDER FAMILIES,Premium
65977,247125,OLDER SINGLES/COUPLES,Mainstream
65978,247126,YOUNG SINGLES/COUPLES,Premium
65979,247127,YOUNG SINGLES/COUPLES,Mainstream
65980,247128,RETIREES,Mainstream
65981,247129,MIDAGE SINGLES/COUPLES,Premium
65982,247130,NEW FAMILIES,Mainstream
65983,247131,OLDER SINGLES/COUPLES,Mainstream
65984,247132,MIDAGE SINGLES/COUPLES,Premium
65985,247133,OLDER SINGLES/COUPLES,Premium
65986,247134,OLDER FAMILIES,Budget
65987,247135,OLDER FAMILIES,Premium
65988,247136,OLDER SINGLES/COUPLES,Budget
65989,247137,OLDER SINGLES/COUPLES,Mainstream
65990,247138,OLDER SINGLES/COUPLES,Mainstream
65991,247139,MIDAGE SINGLES/COUPLES,Premium
65992,247140,RETIREES,Premium
65993,247141,OLDER SINGLES/COUPLES,Budget
65994,247142,OLDER FAMILIES,Mainstream
65995,247143,MIDAGE SINGLES/COUPLES,Premium
65996,247144,MIDAGE SINGLES/COUPLES,Budget
65997,247145,OLDER SINGLES/COUPLES,Budget
65998,247146,RETIREES,Budget
65999,247147,YOUNG FAMILIES,Budget
66000,247148,RETIREES,Mainstream
66001,247149,YOUNG FAMILIES,Budget
66002,247150,OLDER SINGLES/COUPLES,Mainstream
66003,247151,YOUNG SINGLES/COUPLES,Mainstream
66004,247152,YOUNG FAMILIES,Budget
66005,247153,YOUNG FAMILIES,Budget
66006,247154,YOUNG FAMILIES,Budget
66007,247155,OLDER FAMILIES,Budget
66008,247156,MIDAGE SINGLES/COUPLES,Mainstream
66009,247157,YOUNG FAMILIES,Mainstream
66010,247158,RETIREES,Budget
66011,247159,OLDER SINGLES/COUPLES,Premium
66012,247160,YOUNG SINGLES/COUPLES,Budget
66013,247161,OLDER SINGLES/COUPLES,Mainstream
66014,247162,YOUNG FAMILIES,Budget
66015,247163,OLDER FAMILIES,Budget
66016,247164,NEW FAMILIES,Mainstream
66017,247165,OLDER SINGLES/COUPLES,Budget
66018,247166,OLDER FAMILIES,Premium
66019,247167,OLDER FAMILIES,Budget
66020,247168,YOUNG FAMILIES,Premium
66021,247169,RETIREES,Budget
66022,247170,OLDER SINGLES/COUPLES,Mainstream
66023,247171,MIDAGE SINGLES/COUPLES,Mainstream
66024,247172,YOUNG SINGLES/COUPLES,Mainstream
66025,247173,MIDAGE SINGLES/COUPLES,Premium
66026,247174,YOUNG FAMILIES,Budget
66027,247175,OLDER SINGLES/COUPLES,Premium
66028,247176,OLDER FAMILIES,Budget
66029,247177,MIDAGE SINGLES/COUPLES,Premium
66030,247178,YOUNG FAMILIES,Budget
66031,247179,OLDER FAMILIES,Mainstream
66032,247180,RETIREES,Mainstream
66033,247181,OLDER FAMILIES,Mainstream
66034,247182,RETIREES,Budget
66035,247183,OLDER SINGLES/COUPLES,Mainstream
66036,247184,YOUNG FAMILIES,Budget
66037,247185,OLDER SINGLES/COUPLES,Mainstream
66038,247186,YOUNG SINGLES/COUPLES,Mainstream
66039,247187,OLDER SINGLES/COUPLES,Budget
66040,247188,YOUNG SINGLES/COUPLES,Mainstream
66041,247189,RETIREES,Budget
66042,247190,OLDER SINGLES/COUPLES,Budget
66043,247191,RETIREES,Budget
66044,247192,OLDER FAMILIES,Premium
66045,247193,RETIREES,Budget
66046,247194,RETIREES,Budget
66047,247195,OLDER FAMILIES,Premium
66048,247196,OLDER FAMILIES,Budget
66049,247197,YOUNG SINGLES/COUPLES,Budget
66050,247198,RETIREES,Budget
66051,247199,RETIREES,Budget
66052,247200,MIDAGE SINGLES/COUPLES,Mainstream
66053,247201,OLDER FAMILIES,Premium
66054,247202,RETIREES,Premium
66055,247203,OLDER FAMILIES,Mainstream
66056,247204,YOUNG SINGLES/COUPLES,Mainstream
66057,247205,RETIREES,Budget
66058,247206,MIDAGE SINGLES/COUPLES,Mainstream
66059,247207,RETIREES,Budget
66060,247208,OLDER SINGLES/COUPLES,Premium
66061,247209,OLDER SINGLES/COUPLES,Budget
66062,247210,MIDAGE SINGLES/COUPLES,Budget
66063,247211,OLDER SINGLES/COUPLES,Budget
66064,247212,MIDAGE SINGLES/COUPLES,Budget
66065,247213,OLDER SINGLES/COUPLES,Mainstream
66066,247214,RETIREES,Premium
66067,247215,RETIREES,Mainstream
66068,247216,RETIREES,Budget
66069,247217,OLDER SINGLES/COUPLES,Budget
66070,247218,OLDER SINGLES/COUPLES,Budget
66071,247219,YOUNG SINGLES/COUPLES,Mainstream
66072,247220,YOUNG FAMILIES,Mainstream
66073,247221,OLDER FAMILIES,Budget
66074,247222,RETIREES,Premium
66075,247223,MIDAGE SINGLES/COUPLES,Budget
66076,247224,YOUNG SINGLES/COUPLES,Mainstream
66077,247225,RETIREES,Premium
66078,247226,YOUNG FAMILIES,Budget
66079,247227,YOUNG FAMILIES,Premium
66080,247228,OLDER FAMILIES,Budget
66081,247229,OLDER SINGLES/COUPLES,Budget
66082,247230,OLDER FAMILIES,Budget
66083,247231,YOUNG SINGLES/COUPLES,Premium
66084,247232,RETIREES,Budget
66085,247233,RETIREES,Mainstream
66086,247234,OLDER SINGLES/COUPLES,Mainstream
66087,247235,YOUNG FAMILIES,Mainstream
66088,247236,OLDER FAMILIES,Mainstream
66089,247237,OLDER FAMILIES,Premium
66090,247238,RETIREES,Mainstream
66091,247239,OLDER SINGLES/COUPLES,Mainstream
66092,247240,RETIREES,Mainstream
66093,247241,YOUNG FAMILIES,Premium
66094,247242,RETIREES,Premium
66095,247243,RETIREES,Mainstream
66096,247244,MIDAGE SINGLES/COUPLES,Budget
66097,247245,YOUNG FAMILIES,Mainstream
66098,247246,YOUNG FAMILIES,Mainstream
66099,247247,RETIREES,Premium
66100,247248,OLDER SINGLES/COUPLES,Mainstream
66101,247249,OLDER SINGLES/COUPLES,Budget
66102,247250,YOUNG SINGLES/COUPLES,Mainstream
66103,247251,YOUNG FAMILIES,Budget
66104,247252,OLDER SINGLES/COUPLES,Premium
66105,248000,YOUNG SINGLES/COUPLES,Premium
66106,248004,OLDER SINGLES/COUPLES,Premium
66107,248005,OLDER SINGLES/COUPLES,Budget
66108,248006,YOUNG SINGLES/COUPLES,Mainstream
66109,248007,YOUNG FAMILIES,Mainstream
66110,248009,OLDER FAMILIES,Budget
66111,248011,YOUNG SINGLES/COUPLES,Mainstream
66112,248012,RETIREES,Mainstream
66113,248013,YOUNG SINGLES/COUPLES,Budget
66114,248015,OLDER FAMILIES,Mainstream
66115,248016,MIDAGE SINGLES/COUPLES,Mainstream
66116,248017,MIDAGE SINGLES/COUPLES,Mainstream
66117,248018,MIDAGE SINGLES/COUPLES,Premium
66118,248019,MIDAGE SINGLES/COUPLES,Budget
66119,248020,YOUNG SINGLES/COUPLES,Budget
66120,248021,OLDER SINGLES/COUPLES,Budget
66121,248023,YOUNG SINGLES/COUPLES,Mainstream
66122,248025,MIDAGE SINGLES/COUPLES,Mainstream
66123,248027,YOUNG FAMILIES,Budget
66124,248029,YOUNG SINGLES/COUPLES,Premium
66125,248030,OLDER SINGLES/COUPLES,Mainstream
66126,248031,MIDAGE SINGLES/COUPLES,Mainstream
66127,248033,YOUNG SINGLES/COUPLES,Budget
66128,248035,RETIREES,Premium
66129,248036,OLDER FAMILIES,Budget
66130,248037,MIDAGE SINGLES/COUPLES,Premium
66131,248038,OLDER SINGLES/COUPLES,Premium
66132,248040,RETIREES,Budget
66133,248042,YOUNG SINGLES/COUPLES,Premium
66134,248044,MIDAGE SINGLES/COUPLES,Budget
66135,248045,YOUNG SINGLES/COUPLES,Mainstream
66136,248047,RETIREES,Mainstream
66137,248048,YOUNG SINGLES/COUPLES,Premium
66138,248050,YOUNG SINGLES/COUPLES,Mainstream
66139,248054,YOUNG SINGLES/COUPLES,Premium
66140,248057,YOUNG FAMILIES,Mainstream
66141,248059,OLDER FAMILIES,Budget
66142,248060,YOUNG SINGLES/COUPLES,Mainstream
66143,248062,RETIREES,Mainstream
66144,248063,OLDER FAMILIES,Budget
66145,248064,YOUNG SINGLES/COUPLES,Mainstream
66146,248067,MIDAGE SINGLES/COUPLES,Budget
66147,248068,RETIREES,Mainstream
66148,248069,OLDER SINGLES/COUPLES,Mainstream
66149,248070,RETIREES,Mainstream
66150,248071,RETIREES,Mainstream
66151,248072,YOUNG FAMILIES,Budget
66152,248073,YOUNG SINGLES/COUPLES,Budget
66153,248074,YOUNG SINGLES/COUPLES,Budget
66154,248075,YOUNG FAMILIES,Budget
66155,248076,RETIREES,Premium
66156,248077,YOUNG SINGLES/COUPLES,Mainstream
66157,248080,YOUNG FAMILIES,Budget
66158,248084,RETIREES,Budget
66159,248085,YOUNG SINGLES/COUPLES,Premium
66160,248087,YOUNG FAMILIES,Mainstream
66161,248088,OLDER SINGLES/COUPLES,Budget
66162,248089,MIDAGE SINGLES/COUPLES,Mainstream
66163,248090,YOUNG SINGLES/COUPLES,Premium
66164,248091,RETIREES,Mainstream
66165,248093,MIDAGE SINGLES/COUPLES,Budget
66166,248094,RETIREES,Mainstream
66167,248096,YOUNG SINGLES/COUPLES,Budget
66168,248097,OLDER SINGLES/COUPLES,Mainstream
66169,248098,RETIREES,Budget
66170,248100,YOUNG SINGLES/COUPLES,Premium
66171,248101,OLDER SINGLES/COUPLES,Budget
66172,248103,YOUNG FAMILIES,Mainstream
66173,248104,OLDER FAMILIES,Budget
66174,248106,OLDER SINGLES/COUPLES,Mainstream
66175,248108,OLDER FAMILIES,Mainstream
66176,248112,MIDAGE SINGLES/COUPLES,Budget
66177,248113,YOUNG FAMILIES,Budget
66178,248115,RETIREES,Mainstream
66179,248117,MIDAGE SINGLES/COUPLES,Premium
66180,248118,OLDER FAMILIES,Premium
66181,248120,YOUNG SINGLES/COUPLES,Premium
66182,248121,RETIREES,Mainstream
66183,248122,YOUNG SINGLES/COUPLES,Budget
66184,248123,RETIREES,Mainstream
66185,248124,NEW FAMILIES,Mainstream
66186,248125,YOUNG FAMILIES,Mainstream
66187,248127,YOUNG FAMILIES,Mainstream
66188,248128,YOUNG SINGLES/COUPLES,Budget
66189,248129,OLDER SINGLES/COUPLES,Premium
66190,248130,YOUNG SINGLES/COUPLES,Mainstream
66191,248131,OLDER SINGLES/COUPLES,Budget
66192,248133,YOUNG FAMILIES,Premium
66193,248134,RETIREES,Budget
66194,248135,OLDER SINGLES/COUPLES,Premium
66195,248137,OLDER SINGLES/COUPLES,Budget
66196,248138,YOUNG FAMILIES,Premium
66197,248139,OLDER FAMILIES,Budget
66198,248140,YOUNG SINGLES/COUPLES,Premium
66199,248142,YOUNG SINGLES/COUPLES,Premium
66200,248143,OLDER SINGLES/COUPLES,Budget
66201,248144,YOUNG FAMILIES,Budget
66202,248145,YOUNG SINGLES/COUPLES,Budget
66203,248147,MIDAGE SINGLES/COUPLES,Mainstream
66204,248149,YOUNG FAMILIES,Budget
66205,248150,YOUNG SINGLES/COUPLES,Premium
66206,248152,YOUNG SINGLES/COUPLES,Premium
66207,248153,RETIREES,Budget
66208,248154,OLDER SINGLES/COUPLES,Premium
66209,248155,RETIREES,Mainstream
66210,248156,YOUNG SINGLES/COUPLES,Mainstream
66211,248157,MIDAGE SINGLES/COUPLES,Mainstream
66212,248158,OLDER SINGLES/COUPLES,Mainstream
66213,248159,OLDER SINGLES/COUPLES,Premium
66214,248160,NEW FAMILIES,Budget
66215,248161,YOUNG SINGLES/COUPLES,Mainstream
66216,248162,YOUNG SINGLES/COUPLES,Premium
66217,248163,YOUNG FAMILIES,Budget
66218,248164,NEW FAMILIES,Mainstream
66219,248165,RETIREES,Mainstream
66220,248166,RETIREES,Budget
66221,248167,RETIREES,Budget
